Order_ID,Date,Product_Name,Category,Price,Quantity,Total_Sales,Customer_ID,Location,Order_Status,Profit,Customer_Segment,Marketing_Source,Stock_Level
1141,09-01-2025,Tablet,Electronics,300,4,1200,C137,Atlanta,Completed,146.2486621,Loyal,Email,95
1142,20-01-2025,Sneakers,Fashion,120,5,600,C585,Los Angeles,Completed,73.12433103,New,Google,171
1143,01-02-2025,Phone,Electronics,500,5,2500,C491,Houston,Pending,304.6847126,VIP,Instagram,55
1144,08-03-2025,Tablet,Electronics,300,4,1200,C565,Seattle,Shipped,146.2486621,Returning,Direct,90
1145,17-03-2025,Tablet,Electronics,300,3,900,C391,Atlanta,Completed,109.6864965,VIP,Facebook,172
1146,20-03-2025,Phone,Electronics,500,2,1000,C420,Dallas,Shipped,121.873885,New,Facebook,24
1147,26-03-2025,Phone,Electronics,500,2,1000,C222,Miami,Completed,121.873885,Returning,Instagram,11
1148,21-01-2025,Laptop,Electronics,750,4,3000,C330,Atlanta,Cancelled,365.6216551,Loyal,Facebook,125
1149,07-02-2025,Laptop,Electronics,750,2,1500,C247,Los Angeles,Cancelled,182.8108276,New,Instagram,80
1150,10-01-2025,Headphones,Accessories,80,3,240,C503,Atlanta,Pending,29.24973241,VIP,Google,63
1151,24-02-2025,Phone,Electronics,500,5,2500,C215,Miami,Shipped,304.6847126,Loyal,Google,53
1152,19-01-2025,Phone,Electronics,500,1,500,C184,Los Angeles,Shipped,60.93694252,Loyal,Facebook,157
1153,26-02-2025,Phone,Electronics,500,4,2000,C452,Los Angeles,Cancelled,243.7477701,New,Direct,50
1154,04-02-2025,Gaming Console,Electronics,400,5,2000,C352,Seattle,Completed,243.7477701,VIP,Facebook,135
1155,18-03-2025,Laptop,Electronics,750,4,3000,C476,San Francisco,Shipped,365.6216551,New,Google,32
1156,04-01-2025,Phone,Electronics,500,2,1000,C592,Atlanta,Completed,121.873885,Returning,Direct,43
1157,28-03-2025,Backpack,Fashion,45,5,225,C120,Miami,Cancelled,27.42162414,Returning,Instagram,167
1158,08-03-2025,Jacket,Fashion,90,3,270,C192,Atlanta,Cancelled,32.90594896,Loyal,Google,121
1159,23-03-2025,Jacket,Fashion,90,1,90,C340,San Francisco,Cancelled,10.96864965,VIP,Instagram,172
1160,12-02-2025,Smartwatch,Electronics,250,1,250,C539,Miami,Shipped,30.46847126,Returning,Email,119
1161,22-02-2025,Jacket,Fashion,90,3,270,C439,Houston,Completed,32.90594896,Returning,Direct,113
1162,28-02-2025,Phone,Electronics,500,3,1500,C229,San Francisco,Completed,182.8108276,Returning,Google,119
1163,21-02-2025,Gaming Console,Electronics,400,1,400,C436,Boston,Cancelled,48.74955402,Returning,Instagram,132
1164,22-02-2025,Laptop,Electronics,750,2,1500,C365,San Francisco,Cancelled,182.8108276,New,Instagram,108
1165,22-03-2025,Jacket,Fashion,90,1,90,C204,Los Angeles,Pending,10.96864965,Loyal,Instagram,11
1166,06-02-2025,Jacket,Fashion,90,4,360,C162,New York,Pending,43.87459862,Loyal,Facebook,19
1167,01-04-2025,Sneakers,Fashion,120,3,360,C382,New York,Cancelled,43.87459862,Returning,Facebook,146
1168,12-01-2025,Headphones,Accessories,80,1,80,C336,Chicago,Pending,9.749910804,Loyal,Email,61
1169,05-03-2025,Backpack,Fashion,45,5,225,C461,Los Angeles,Cancelled,27.42162414,Loyal,Email,197
1170,03-03-2025,Jacket,Fashion,90,2,180,C333,Boston,Pending,21.93729931,Loyal,Instagram,105
1171,19-02-2025,Headphones,Accessories,80,5,400,C360,Miami,Completed,48.74955402,Loyal,Facebook,13
1172,05-02-2025,Tablet,Electronics,300,3,900,C578,Boston,Shipped,109.6864965,New,Direct,92
1173,01-01-2025,Backpack,Fashion,45,3,135,C528,Atlanta,Cancelled,16.45297448,Returning,Direct,145
1174,20-01-2025,Jacket,Fashion,90,5,450,C347,San Francisco,Shipped,54.84324827,VIP,Instagram,58
1175,12-03-2025,Gaming Console,Electronics,400,4,1600,C333,San Francisco,Pending,194.9982161,New,Facebook,14
1176,31-03-2025,Headphones,Accessories,80,5,400,C296,Dallas,Cancelled,48.74955402,Loyal,Direct,183
1177,06-01-2025,Smartwatch,Electronics,250,4,1000,C461,Houston,Cancelled,121.873885,Returning,Facebook,11
1178,26-03-2025,Sneakers,Fashion,120,4,480,C593,New York,Pending,58.49946482,Returning,Email,170
1179,06-03-2025,Monitor,Electronics,200,3,600,C545,Chicago,Cancelled,73.12433103,Returning,Instagram,197
1180,13-01-2025,Gaming Console,Electronics,400,4,1600,C107,Miami,Cancelled,194.9982161,Returning,Instagram,73
1181,25-03-2025,Sneakers,Fashion,120,1,120,C340,Los Angeles,Shipped,14.62486621,Loyal,Facebook,67
1182,21-03-2025,Tablet,Electronics,300,1,300,C536,San Francisco,Cancelled,36.56216551,Returning,Facebook,187
1183,10-02-2025,Jacket,Fashion,90,5,450,C118,Atlanta,Completed,54.84324827,VIP,Google,98
1184,31-01-2025,Backpack,Fashion,45,2,90,C482,Chicago,Cancelled,10.96864965,VIP,Direct,89
1185,13-01-2025,Phone,Electronics,500,4,2000,C185,Los Angeles,Completed,243.7477701,Returning,Email,43
1186,06-01-2025,Smartwatch,Electronics,250,1,250,C250,San Francisco,Shipped,30.46847126,Loyal,Direct,36
1187,25-02-2025,Sneakers,Fashion,120,2,240,C371,Houston,Pending,29.24973241,VIP,Google,108
1188,22-01-2025,Sneakers,Fashion,120,1,120,C412,Houston,Pending,14.62486621,VIP,Facebook,138
1189,05-03-2025,Monitor,Electronics,200,2,400,C218,Seattle,Shipped,48.74955402,VIP,Direct,160
1190,28-02-2025,Backpack,Fashion,45,1,45,C560,Seattle,Shipped,5.484324827,New,Instagram,88
1191,28-03-2025,Gaming Console,Electronics,400,2,800,C137,Seattle,Shipped,97.49910804,New,Direct,52
1192,17-03-2025,Backpack,Fashion,45,4,180,C453,Los Angeles,Cancelled,21.93729931,VIP,Facebook,26
1193,08-02-2025,Headphones,Accessories,80,4,320,C536,Seattle,Completed,38.99964322,Loyal,Direct,21
1194,31-01-2025,Tablet,Electronics,300,5,1500,C283,Atlanta,Shipped,182.8108276,Loyal,Google,86
1195,31-03-2025,Backpack,Fashion,45,1,45,C524,Houston,Shipped,5.484324827,VIP,Email,84
1196,02-01-2025,Monitor,Electronics,200,1,200,C566,Atlanta,Cancelled,24.37477701,VIP,Facebook,126
1197,06-02-2025,Headphones,Accessories,80,5,400,C510,San Francisco,Pending,48.74955402,Loyal,Instagram,196
1198,23-03-2025,Headphones,Accessories,80,5,400,C228,Miami,Completed,48.74955402,New,Google,143
1199,22-03-2025,Laptop,Electronics,750,3,2250,C503,Seattle,Completed,274.2162414,New,Facebook,162
1200,16-03-2025,Smartwatch,Electronics,250,2,500,C146,Los Angeles,Shipped,60.93694252,VIP,Instagram,144
1201,23-02-2025,Sneakers,Fashion,120,2,240,C167,Boston,Shipped,29.24973241,Loyal,Instagram,96
1202,09-03-2025,Gaming Console,Electronics,400,3,1200,C525,Miami,Shipped,146.2486621,New,Facebook,121
1203,03-03-2025,Backpack,Fashion,45,3,135,C511,Chicago,Cancelled,16.45297448,VIP,Google,185
1204,10-01-2025,Sneakers,Fashion,120,2,240,C540,Houston,Shipped,29.24973241,Returning,Instagram,44
1205,12-01-2025,Tablet,Electronics,300,1,300,C235,Boston,Completed,36.56216551,VIP,Email,97
1206,28-02-2025,Smartwatch,Electronics,250,3,750,C399,Houston,Shipped,91.40541379,Returning,Google,135
1207,14-01-2025,Headphones,Accessories,80,4,320,C112,Atlanta,Shipped,38.99964322,VIP,Instagram,101
1208,20-03-2025,Headphones,Accessories,80,1,80,C425,Seattle,Shipped,9.749910804,Loyal,Facebook,58
1209,25-03-2025,Tablet,Electronics,300,1,300,C171,New York,Completed,36.56216551,Loyal,Facebook,52
1210,08-02-2025,Jacket,Fashion,90,1,90,C149,Dallas,Pending,10.96864965,Loyal,Google,113
1211,19-02-2025,Jacket,Fashion,90,3,270,C443,Boston,Cancelled,32.90594896,Loyal,Instagram,14
1212,17-03-2025,Sneakers,Fashion,120,4,480,C435,Chicago,Cancelled,58.49946482,Returning,Instagram,68
1213,20-03-2025,Tablet,Electronics,300,3,900,C116,San Francisco,Pending,109.6864965,VIP,Google,67
1214,26-02-2025,Jacket,Fashion,90,2,180,C537,San Francisco,Completed,21.93729931,Loyal,Google,196
1215,29-03-2025,Smartwatch,Electronics,250,5,1250,C561,San Francisco,Completed,152.3423563,New,Google,43
1216,20-02-2025,Backpack,Fashion,45,2,90,C595,Chicago,Cancelled,10.96864965,New,Email,64
1217,12-01-2025,Headphones,Accessories,80,5,400,C597,New York,Completed,48.74955402,New,Email,197
1218,12-02-2025,Headphones,Accessories,80,2,160,C502,Atlanta,Pending,19.49982161,VIP,Email,15
1219,09-01-2025,Gaming Console,Electronics,400,2,800,C400,Dallas,Pending,97.49910804,New,Facebook,160
1220,12-02-2025,Sneakers,Fashion,120,5,600,C101,Los Angeles,Pending,73.12433103,New,Email,139
1221,17-01-2025,Gaming Console,Electronics,400,3,1200,C508,Miami,Completed,146.2486621,Returning,Email,53
1222,26-03-2025,Laptop,Electronics,750,2,1500,C107,San Francisco,Pending,182.8108276,VIP,Email,41
1223,17-03-2025,Smartwatch,Electronics,250,1,250,C189,Los Angeles,Completed,30.46847126,VIP,Instagram,103
1224,17-01-2025,Tablet,Electronics,300,5,1500,C158,Chicago,Cancelled,182.8108276,New,Direct,192
1225,27-02-2025,Smartwatch,Electronics,250,5,1250,C403,Chicago,Cancelled,152.3423563,VIP,Email,176
1226,06-03-2025,Headphones,Accessories,80,5,400,C122,Boston,Shipped,48.74955402,Returning,Google,19
1227,28-02-2025,Laptop,Electronics,750,1,750,C345,Houston,Cancelled,91.40541379,Returning,Email,106
1228,29-03-2025,Phone,Electronics,500,4,2000,C464,Seattle,Completed,243.7477701,Loyal,Direct,173
1229,11-01-2025,Smartwatch,Electronics,250,5,1250,C175,Chicago,Pending,152.3423563,Returning,Facebook,75
1230,05-02-2025,Monitor,Electronics,200,5,1000,C380,San Francisco,Cancelled,121.873885,Loyal,Facebook,146
1231,18-03-2025,Gaming Console,Electronics,400,3,1200,C332,Boston,Cancelled,146.2486621,New,Email,169
1232,13-01-2025,Phone,Electronics,500,5,2500,C469,Dallas,Cancelled,304.6847126,Loyal,Google,22
1233,27-02-2025,Headphones,Accessories,80,4,320,C273,Seattle,Cancelled,38.99964322,Loyal,Google,162
1234,23-02-2025,Phone,Electronics,500,3,1500,C318,San Francisco,Shipped,182.8108276,New,Instagram,22
1235,17-02-2025,Sneakers,Fashion,120,4,480,C134,Chicago,Completed,58.49946482,Loyal,Google,179
1236,12-01-2025,Tablet,Electronics,300,1,300,C481,San Francisco,Pending,36.56216551,Returning,Instagram,37
1237,13-03-2025,Laptop,Electronics,750,5,3750,C589,Boston,Shipped,457.0270689,New,Instagram,177
1238,27-03-2025,Phone,Electronics,500,4,2000,C281,Houston,Completed,243.7477701,VIP,Google,15
1239,06-02-2025,Monitor,Electronics,200,3,600,C280,Chicago,Pending,73.12433103,Loyal,Google,22
1240,20-01-2025,Jacket,Fashion,90,2,180,C533,Chicago,Shipped,21.93729931,Returning,Instagram,186
1241,13-03-2025,Smartwatch,Electronics,250,1,250,C490,Los Angeles,Pending,30.46847126,VIP,Facebook,39
1242,24-02-2025,Gaming Console,Electronics,400,5,2000,C414,Boston,Completed,243.7477701,New,Email,116
1243,19-03-2025,Backpack,Fashion,45,1,45,C192,Los Angeles,Shipped,5.484324827,New,Facebook,123
1244,13-02-2025,Smartwatch,Electronics,250,1,250,C192,Miami,Cancelled,30.46847126,New,Google,107
1245,09-01-2025,Sneakers,Fashion,120,1,120,C146,Boston,Pending,14.62486621,Returning,Direct,41
1246,18-02-2025,Tablet,Electronics,300,4,1200,C274,Miami,Shipped,146.2486621,VIP,Google,150
1247,09-02-2025,Smartwatch,Electronics,250,5,1250,C405,Chicago,Completed,152.3423563,New,Instagram,74
1248,20-01-2025,Sneakers,Fashion,120,5,600,C125,Chicago,Shipped,73.12433103,Returning,Direct,131
1249,26-02-2025,Tablet,Electronics,300,4,1200,C410,Seattle,Cancelled,146.2486621,Returning,Direct,189
1250,04-02-2025,Headphones,Accessories,80,5,400,C158,San Francisco,Cancelled,48.74955402,VIP,Email,49
